事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：重症心身障がい児,指定日,主たる事業所名,共生型指定,Unnamed: 11,Unnamed: 12,Unnamed: 13
2759400621,ｔｏｉｒｏ,06-6379-5591,06-6379-5592,540-0010,大阪府大阪市中央区材木町３番６号　イーストリバーヒル１０１号室,株式会社ジョイランドグループ,,2024/04/01,,,,,
2759400571,ｎｉｃｏ,06-4303-4581,06-4303-4582,540-0011,大阪府大阪市中央区農人橋二丁目１番６号　 ,アットスマイル株式会社,,2023/04/01,,,,,
2759400324,Ｇｒｅｅｎ　Ｆｅｅｌ　谷町,06-4309-6006,06-4309-6007,540-0012,大阪府大阪市中央区谷町四丁目５番１４号　ＭＩＴＯビル１Ｆ,一般社団法人セレンディピティ,,2019/10/01,,,,,
2759400506,ル・クッカー,06-6949-9292,06-6942-9687,540-0012,大阪府大阪市中央区谷町二丁目２番２２号　ＮＳビル地下１階,株式会社クロフーディング,,2022/11/01,,,,,
2759400605,放課後等デイサービス　ウィズ・ユー谷町,06-4305-4301,06-4305-4301,540-0012,大阪府大阪市中央区谷町五丁目６番１０号　谷五ビル２０１号,合同会社ＴＳＵＧＵＭＩ,,2024/02/01,,,,,
2759400365,エンジェル・アカデメイア,06-6966-1331,06-6966-1331,540-0012,大阪府大阪市中央区谷町四丁目１０番８号　福徳産業ビル８階,ＮＰＯ法人ユートピア・クリエーション,,2020/04/01,,,,,
2759400589,こどもの森,06-4791-0550,06-4791-0551,540-0012,大阪府大阪市中央区谷町四丁目１０番８号　福徳産業ビル５階,特定非営利活動法人大阪障がい児童支援センター,,2023/04/01,,,,,
2759400092,テトラｃｏｃｏアニー大手前,06-4791-4150,06-4791-4151,540-0012,大阪府大阪市中央区谷町二丁目１番２２号　フェアステージ大手前３０２号,一般社団法人テトラｃｏｃｏ,,2016/08/01,,,,,
2759400431,キッズ大阪,06-6940-0016,06-6949-9911,540-0022,大阪府大阪市中央区糸屋町二丁目１番８号　川友ビル４階,特定非営利活動法人大阪障がい児支援センター,,2021/07/01,,,,,
2759400555,ｃｏｃｏｒｏ,06-6809-4515,06-6809-4516,540-0025,大阪府大阪市中央区徳井町二丁目１番２号　徳井町アリストビル６階,合同会社Ｌｉｎｋｓ,,2023/03/01,,,,,
2759400647,ＳＯＵ　ｋｉｄｓ,06-6360-4451,06-6360-4454,540-0025,大阪府大阪市中央区徳井町二丁目１番２号　徳井町アリストビル２階,一般社団法人Ｓｏｕ,,2024/08/01,,,,,
2759400480,ひよこすぽーつ塾,06-4400-2247,06-4400-2153,540-0026,大阪府大阪市中央区内本町一丁目３番９号　内本町中央ビル２０３号,一般社団法人谷町福祉会,,2022/10/01,,,,,
2759400613,ＬＥＧＯＮ　Ｋｉｄｓ　谷町,06-4397-3361,06-4397-3362,540-0026,大阪府大阪市中央区内本町一丁目２番８号　ＴＳＫビル２階,株式会社レーヴ,,2024/04/01,,,,,
2759400548,ＡＳＩＳ,06-6948-5362,06-6948-6165,540-0026,大阪府大阪市中央区内本町一丁目２番１２号　清美ビル４階,株式会社ｏｏ－ｔｉｏｎ,,2023/02/01,,,,,
2759400530,ドクターシロクマの重症心身障がい児デイサービス,06-6910-1200,06-6910-1230,540-0026,大阪府大阪市中央区内本町一丁目２番８号　ＴＳＫビル９階,株式会社ケアメディカ,〇,2022/12/01,,,,,
2759400035,もりのこクラブ,06-6755-4704,06-6755-4704,540-0028,大阪府大阪市中央区常盤町一丁目４番９号　竹宏ビル１０４号室,合同会社オフィス．ノ・コ・ス,,2012/12/01,,,,,
2759400308,Ｋｉｄｓ　Ｌａｂｏ１２３谷町,06-6948-8334,06-6948-8343,540-0028,大阪府大阪市中央区常盤町一丁目４番３号　東本町センタービル２０５号,株式会社Ｋｉｄｓ　Ｌａｂｏ１２３,,2019/06/01,,,,,
2759400373,Ｇｒｅｅｎ　Ｆｅｅｌ天満橋,06-6335-9837,06-6335-9838,540-0031,大阪府大阪市中央区北浜東２番１７号　ＡＲＴ　ＡＧＩＴＯビル２階,一般社団法人セレンディピティ,,2020/05/01,,,,,
2759400134,しおのすぽーつ塾,06-6920-1188,06-6920-1188,540-0036,大阪府大阪市中央区船越町二丁目２番１６号　 ,一般社団法人谷町福祉会,,2017/05/01,,,,,
2759400340,エールダンジュ,06-6809-1977,06-6809-1978,540-0036,大阪府大阪市中央区船越町二丁目４番５号　谷岡船越ビル１Ｆ,一般社団法人蒼天,,2020/03/01,,,,,
2759400597,エミット大手前,06-6643-9063,06-6537-1597,540-0037,大阪府大阪市中央区内平野町二丁目３番５号　ＭＤ内平野町ビル５階,株式会社ＫＳパートナーズ,,2023/08/01,,,,,
2759400662,ＳＯＲＡＴＯ（ＵＭＩＥ）きたはま,06-4400-4430,06-4400-4437,541-0045,大阪府大阪市中央区道修町一丁目２番１１号　アルテビル道修町９階,医療法人社団ＥＭＩＦＵＬＬ,,2024/11/01,,,,,
2759400449,エルベテーク学園　大阪,06-6786-8703,06-6786-8704,541-0048,大阪府大阪市中央区瓦町二丁目３番２号　第一住建瓦町ビル２０１号,一般社団法人エルベテーク学園,,2022/01/01,,,,,
2759400357,コペルプラスジュニア本町靭公園教室,06-4256-1652,06-4256-1653,541-0048,大阪府大阪市中央区瓦町四丁目６番１５号　本町プレタビル３階,福武株式会社,,2020/04/01,,,,,
2759400316,エルベテーク大阪本部教室,06-4708-4138,06-4708-4148,541-0048,大阪府大阪市中央区瓦町二丁目３番２号　第一住建瓦町ビル２０１号,株式会社エルベ,,2019/07/01,,,,,
2759400514,Ｕ－ＫＩＤ’Ｓ　ＳＡＫＡＩＳＵＪＩＨＯＭＭＡＣＨＩ,06-4708-4858,06-4708-4859,541-0056,大阪府大阪市中央区久太郎町一丁目５番３１号　Ｂ１Ｆ,ＢＯＳＳ株式会社,,2022/12/01,,,,,
2759400076,発達サポートセンターｍａ‐ｍａ（まーま）本町教室,06-6210-4155,06-6210-4155,541-0059,大阪府大阪市中央区博労町一丁目８番１号　Ｗｉｌｌ博労町ビル４階,特定非営利活動法人　ｍａ－ｍａ,,2015/08/01,,,,,
2759400019,児童デイサービス　チットチャット・スポーツ塾,06-6764-7282,06-6764-7283,542-0012,大阪府大阪市中央区谷町七丁目１番３９号　新谷町第２ビル２０６号室,株式会社　チットチャット,,2012/07/01,,,,,
2759400233,ＪＯＹ　ＣＬＵＢ,06-6777-7930, ,542-0012,大阪府大阪市中央区谷町六丁目６番９号　小松ビル３０１・３０２,一般社団法人グローリー,,2018/01/01,,,,,
2759400126,たむらソーシャルネット　えん,06-6766-7071,06-6766-7081,542-0061,大阪府大阪市中央区安堂寺町二丁目２番１５号　島田ビル７０１号,有限会社たむらソーシャルネット,,2017/04/01,,,,,
2759400654,放課後等デイサービス　ｇｏｏｄ　ｄａｙ　ｃａｆｅ,06-6191-8001,06-6191-8002,542-0061,大阪府大阪市中央区安堂寺町一丁目４番１２号　ヴェルドール安堂寺２０２号室,株式会社ＴＳＵＧＵＭＩ,,2024/09/01,,,,,
2759400183,デフアカデミー谷町六丁目校,06-4302-5799,06-4302-5798,542-0061,大阪府大阪市中央区安堂寺町一丁目３番１２号　大阪谷町ビル４階,ＮＰＯ法人　Ｓｉｌｅｎｔ　Ｖｏｉｃｅ,,2017/09/01,,,,,
2751720067,ユースタイルラボ,06-4392-7777,06-4392-7778,542-0062,大阪府大阪市中央区上本町西五丁目２番２５－２０２号　 ,ウェルネスプロモーション株式会社,,2014/05/01,,,,,
2759400084,児童発達支援・放課後等デイサービス　ｋｕｎこころのかけはし,06-6796-9099,06-6796-9099,542-0062,大阪府大阪市中央区上本町西三丁目１番３９号　 ,株式会社ｋｕｎこころの宮総合カレッジ,,2015/09/01,,,,,
2759400142,Ｋｉｄｓ　Ｌａｂｏ１２３上本町,06-4304-1230,06-6777-3281,542-0062,大阪府大阪市中央区上本町西五丁目２番８号　ハイツ上町台一階,株式会社Ｋｉｄｓ　Ｌａｂｏ１２３,,2017/05/01,,,,,
2759400464,アフタースクール　スマイルステーション谷町,06-6764-8500,06-6764-8501,542-0062,大阪府大阪市中央区上本町西一丁目５番１８号　エイチツーオー第５ビル４Ｆ,株式会社ウイズユースマイル,,2022/04/01,,,,,
2759400456,放課後等デイサービス　ぶるっく,06-4305-3024,06-4305-3094,542-0062,大阪府大阪市中央区上本町西四丁目１番９号　ヴィレッジヒル上町台３０１号室,株式会社ぶるっく,,2022/02/01,,,,,
2759400290,マーブル上本町校,06-6767-2820,06-6767-2820,542-0063,大阪府大阪市中央区東平一丁目４番１６号　日宝サンフラッツ上町台１階,株式会社マーブル,,2019/04/01,,,,,
2759400027,アップル上汐,06-6762-7612,06-6762-7613,542-0064,大阪府大阪市中央区上汐一丁目４番６号　富士ビル６Ｆ,合同会社　アリスタッチ,,2012/10/01,,,,,
2759400274,スマイルジャンプス,06-6718-6223,06-6718-6224,542-0064,大阪府大阪市中央区上汐二丁目６番２８号　西川ビル２０１号,株式会社ＪＵＭＰＳ,,2018/09/01,,,,,
2759400522,ＭＡＴＥ　松屋町教室,050-5468-7169, ,542-0067,大阪府大阪市中央区松屋町６番１４号　ＫＫＧＫビル２階,株式会社ＭＡＴＥ,,2022/12/01,,,,,
2759400159,ＬＩＴＡＬＩＣＯジュニアなんば・日本橋教室,06-6630-9182,06-6630-9184,542-0073,大阪府大阪市中央区日本橋一丁目１７番１７号　ピカソ日本一ビル４階,株式会社ＬＩＴＡＬＩＣＯパートナーズ,,2017/06/01,,,,,
2759400241,ＬＩＴＡＬＩＣＯジュニア心斎橋教室,06-6121-9376,06-6121-9378,542-0081,大阪府大阪市中央区南船場三丁目２番２２号　おおきに南船場ビル９０３号室,株式会社ＬＩＴＡＬＩＣＯパートナーズ,,2018/04/01,,,,,
2759400068,児童デイサービス　チットチャット・スポーツ塾　３号店,06-6210-5772,06-6210-5774,542-0081,大阪府大阪市中央区南船場一丁目３番２１号　グラスコートビル２Ｆ,株式会社　チットチャット,,2014/04/01,,,,,
2755220320,発達支援ルーム　ピースプラント肥後橋,06-6867-9865,06-6867-9856,550-0002,大阪府大阪市西区江戸堀一丁目１５番１０号　肥後橋エフビル４階,株式会社ピースプラント,,2018/05/01,,,,,
2751820602,３Ｂｅａｎｓ＋,06-6225-8115,06-6225-8752,550-0002,大阪府大阪市西区江戸堀三丁目８番８号　グランドメゾン江戸堀西公園１階,株式会社テルテラ,,2023/07/01,,,,,
2751820263,こどもの現代アート,06-6136-3161,06-6136-3161,550-0002,大阪府大阪市西区江戸堀一丁目８番１８号　ヤシマビル４階,特定非営利活動法人　ｍａ－ｍａ,,2019/10/01,,,,,
2751820404,シンフォニー　うつぼ公園教室,06-6147-4333,06-6147-6190,550-0003,大阪府大阪市西区京町堀一丁目８番２８号　エントレーズ３０１,株式会社シンフォニー,,2022/02/01,,,,,
2751820511,ユニバースゆず,06-6147-6969,06-6147-6969,550-0003,大阪府大阪市西区京町堀一丁目１０番１２号　ラグジェリア京町堀４階,株式会社Ｅ－Ｕｎｉｖｅｒｓｅ,,2022/05/01,,,,,
2751820107,ｓｕｂａｃｏ　ｋｉｄｓ　靭公園,06-6450-8544,06-6450-8554,550-0004,大阪府大阪市西区靱本町二丁目９番７号　岡崎橋ビル５０１号室,株式会社スバコ・ケア・エンジニアリング,,2016/04/01,,,,,
2751820222,ｓｕｂａｃｏ　ｓｗｉｔｃｈ　靭公園,06-6450-8544,06-6450-8554,550-0004,大阪府大阪市西区靱本町二丁目９番６号　本町翁ビル２Ｆ,株式会社スバコ・ケア・エンジニアリング,,2018/01/01,,,,,
2751820115,リニエプラッツ本町,06-6448-5801,06-6448-5802,550-0004,大阪府大阪市西区靱本町一丁目１３番１６号　川越靭ビル２階,株式会社リニエＬ,,2016/04/01,,,,,
2751820487,放課後デイサービス　ぽっぽフォーラム靭公園,06-6479-2777,06-6479-2778,550-0004,大阪府大阪市西区靱本町三丁目６番８号　マルトモビル１階,株式会社フェリスケア,〇,2022/02/01,,,,,
2751820156,ｓｕｂａｃｏ　ｓｔｕｄｙ　靭公園,06-6777-3835,06-6777-3834,550-0005,大阪府大阪市西区西本町二丁目５番１１号　西本町創建ビル　２０１号室,株式会社スバコ・ケア・エンジニアリング,,2016/11/01,,,,,
2751820271,ｎａｒｅｌｕ,06-6110-8222,06-6110-8221,550-0005,大阪府大阪市西区西本町二丁目５番１０－４１１号室　 ,株式会社オーシャンサービス,,2019/11/01,,,,,
2751820339,ｓｕｂａｃｏ　ｓｐｅｅｃｈ　靭公園,06-6450-8544,06-6450-8554,550-0011,大阪府大阪市西区阿波座一丁目１５番１８－７０１号　 ,株式会社スバコ・ケア・エンジニアリング,,2020/09/01,,,,,
2751820305,ｎａｒｅｌｕ本町,06-6556-9007,06-6556-9008,550-0011,大阪府大阪市西区阿波座一丁目１２番２１号　３階,株式会社オーシャンサービス,,2019/12/01,,,,,
2751820420,放課後等デイサービス　エンジェル,06-6684-8601,06-6684-8663,550-0012,大阪府大阪市西区立売堀一丁目１１番５号　ＳＴビル１階,一般社団法人リライフサポート,,2021/10/01,,,,,
2751820164,児童デイサービス　ゆるり,06-6539-6439,06-7507-1984,550-0012,大阪府大阪市西区立売堀五丁目４番１号　六甲立売堀ビル７０１号,株式会社スマイルコネクト,〇,2017/01/01,,,,,
2751820578,児童発達支援・放課後等デイサービス　Ｊａｍ’ｓ　堀江校,050-3188-7689,050-3737-8980,550-0012,大阪府大阪市西区立売堀四丁目６番２０号　２０２号室,株式会社Ｊａｍ’ｓ　Ｄｅｓｉｇｎ,,2023/04/01,,,,,
2751820545,マイスクール＠しんまち,06-7508-7756,06-7508-7757,550-0013,大阪府大阪市西区新町三丁目９番３号　 ,一般社団法人パピヨン,,2022/09/01,,,,,
2751820149,学習支援はぐくみ　ほたる教室,06-6543-1105,06-6543-1106,550-0013,大阪府大阪市西区新町一丁目２０番６号　打上ビルⅡ３０１号室,株式会社はぐくみ,,2016/10/01,,,,,
2751820172,いち放課後等デイサービス,06-6539-0811,06-6539-0811,550-0013,大阪府大阪市西区新町四丁目１６番６号　ビューロ新町２階２０１号室,いち合同会社,,2017/01/01,,,,,
2751820180,ｂｏｎキッズ北堀江,06-4390-4171,06-4394-7003,550-0014,大阪府大阪市西区北堀江三丁目１２番３１号　ウエストリヴィエール２０４号,合同会社オフィスぼん,,2017/09/01,,,,,
2751820073,ラブパラオ,06-6536-3615,06-6567-9672,550-0014,大阪府大阪市西区北堀江三丁目４番１９号３０３号室　 ,ラブパラオ株式会社,,2015/12/01,,,,,
2751820230,ピース,06-6535-7216,06-6535-7217,550-0014,大阪府大阪市西区北堀江四丁目４番８－３０１号　 ,株式会社ファミリエ,,2018/09/01,,,,,
2751820495,りとる,06-7410-6827,06-7410-6827,550-0014,大阪府大阪市西区北堀江一丁目２１番１２－８０１号　 ,株式会社ファミリエ,,2022/04/01,,,,,
2751820248,アクト,06-6567-8862,06-6567-8998,550-0014,大阪府大阪市西区北堀江三丁目４番１９号　大阪金物会館３０２号室,合同会社ＬＹＦ,,2019/05/01,,,,,
2751820321,ハッピースマイル北堀江,06-7172-2217,06-7172-2217,550-0014,大阪府大阪市西区北堀江四丁目１７番３号　リバーサイド北堀江２０１、３０２,株式会社ＨＡＰＰＹ　ＳＭＩＬＥ,,2023/04/01,,,,,
2751820610,あすきたる児童発達支援・放課後等デイサービス,080-3800-8796, ,550-0014,大阪府大阪市西区北堀江一丁目５番９号　サンシステム北堀江ビル５０１号,株式会社ＡＳＫＩＴＡＬ,,2023/08/01,,,,,
2751820362,らじぇむ,06-6643-9021,06-6643-9322,550-0015,大阪府大阪市西区南堀江三丁目１１番２２号　ＨＯＲＩＥ　ＪＮＳビル６階,一般社団法人こもれび,,2020/12/01,,,,,
2751820040,わくわくエジソン　堀江教室,06-6539-5202,06-6539-5302,550-0015,大阪府大阪市西区南堀江四丁目７番　西道頓堀ハイツＡ棟１階１０７号,ユウビ・クリエイト　株式会社,,2014/08/01,,,,,
