就労継続支援（Ｂ型）,,,,,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：難病,利用定員,多機能の有無,指定日,主たる事業所名,,,
2719403053,ＢＳＳ谷町,06-6718-4427,06-6718-4527,542-0066,大阪市中央区瓦屋町三丁目５番１２号　多田ビル２Ｆ,株式会社ＢＳＳ谷町,○,○,○,○,20,,2023/07/01,,,,
2715201626,大阪障害者就労実務指導センター松屋町,06-6180-8650,06-6180-6538,542-0067,大阪市中央区松屋町９番１号　セントラルフォーラム９階,株式会社ＡＲＴ－ＩＮＮ,○,○,○,○,27,○,2023/12/01,大阪障害者就労実務指導センター,,,
2719403434,ひととてワークス松屋町,06-4400-1665,06-4400-1664,542-0067,大阪市中央区松屋町９番１号　セントラルフォーラム松屋町４階,特定非営利活動法人絵光社,○,○,○,○,30,,2024/05/01,,,,
2719401776,癒しカフェ～Ｓｔｅｐ　ｂｙ　Ｓｔｅｐ～,06-6191-6701,06-6191-6702,542-0072,大阪市中央区高津一丁目３番６号　ＪＤＣビル４階,ＮＰＯ法人リバイブ・ハウス,○,○,○,,20,,2018/10/01,,,,
2719403285,シエンス日本橋,06-6191-6766,06-6191-6760,542-0073,大阪市中央区日本橋一丁目１７番１７号　ピカソ日本一ビル７０３,ＬＩＮＫ株式会社,,,○,,20,,2024/03/01,,,,
2719403228,ギドン,06-7777-3932,06-7777-3932,542-0074,大阪市中央区千日前二丁目２番６号　 ,株式会社シクロ,○,○,○,○,20,,2024/02/01,,,,
2719403608,Ｂｕｍｐｙ,06-4300-3422,06-4300-3422,542-0081,大阪市中央区南船場三丁目６番２７号　第５芦池ビル３Ｆ,一般社団法人Ｂｕｍｐｙ,○,○,○,○,20,,2024/10/01,,,,
2719401917,あおぞら,06-6210-4216,06-6210-4217,542-0081,大阪市中央区南船場二丁目３番６号　第一住建長堀橋駅前ビル８０５号,株式会社Ｔ’Ｓコーポレーション,○,○,○,○,20,,2019/06/01,,,,
2711801072,ハナグミ,06-6251-2697,06-6251-2698,542-0081,大阪市中央区南船場四丁目７番２１号　オーガニックビル８０２号,株式会社ラボアート,○,,○,○,10,,2021/06/01,就労継続支援Ｂ型　ユメグミ,,,
2719403566,はる,090-6969-1387, ,542-0081,大阪市中央区南船場一丁目１８番２４号　ＡＸＩＳ南船場ビル４０１・４０２,株式会社アドバンス,○,○,○,○,20,,2024/08/01,,,,
2710800661,Ｎ３,06-7638-8666, ,542-0081,大阪市中央区南船場二丁目１１番４号　エースビル３０３号,ＮＰＯ法人Ｎ３,○,○,○,○,20,,2009/01/01,,,,
2719400430,ＨＯＰＥオフィス長堀,06-6251-5833,06-6251-5866,542-0082,大阪市中央区島之内一丁目２１番１９号　オリエンタル堺筋ビル３０１,ハート株式会社,○,○,○,○,20,○,2018/09/01,,,,
2719401909,あしなが,06-6210-1724,06-6210-1725,542-0082,大阪市中央区島之内一丁目２２番２２号　島之内堺筋ビル４０１号,株式会社Ｔ’Ｓコーポレーション,○,○,○,○,20,,2019/06/01,,,,
2719402287,ｅｓｐｏ＠島之内,06-6245-8686,06-6245-2626,542-0082,大阪市中央区島之内一丁目２２番１８号　エイチツーオー第８ビル７階,株式会社ウェクシルム,○,○,○,○,20,,2021/02/01,,,,
2719403251,ハローハーモニー,06-4256-0800,06-4256-1800,542-0082,大阪市中央区島之内一丁目１９番３号　クレディ長堀橋ビル９０１号室,株式会社はるプラス,○,○,○,○,20,,2024/02/01,,,,
2719403491,ｈｉｍａｗａｒｉ,06-4963-3351,06-4963-3352,542-0082,大阪市中央区島之内二丁目１２番１５号　ロイヤルコーポ鍛治屋町１０８号,ｓｉｇｎ．ｓｉｍｐｌｅ合同会社,○,○,○,○,20,,2024/07/01,,,,
2719403467,ホープ,06-4306-4495,06-4306-4496,542-0082,大阪市中央区島之内一丁目１９番３号　クレディ長堀橋ビル２０２号室,株式会社ｔｎｙ,○,○,○,○,20,,2024/06/01,,,,
2719402691,ｃｏｃｏｉｒｏ,06-6563-7021,06-6563-7022,542-0083,大阪市中央区東心斎橋一丁目３番７号　ＥＮＴ長堀ビル３Ｆ,株式会社Ｔ’Ｓコーポレーション,○,○,○,○,20,,2022/04/01,,,,
2719402527,スウィングアーツ心斎橋,070-1820-3434,06-6484-7734,542-0083,大阪市中央区東心斎橋一丁目１９番２０号　ローズハウスビル３階,カタルパイル合同会社,○,○,○,○,20,,2021/11/01,,,,
2719402899,ジョリークラン,06-4400-5560,06-4400-5561,542-0086,大阪市中央区西心斎橋一丁目８番１９号　３Ｆ,株式会社五大,○,○,○,○,20,,2022/10/01,,,,
2711800793,てくにかるさぽーとあたらし,06-6449-3737,06-6449-3770,550-0003,大阪市西区京町堀一丁目１２番９号　プロト大阪ビル４階Ａ,合同会社あたらし,○,○,○,○,10,○,2024/06/01,,,,
2711800926,フライングポニー,06-6449-3500,06-6449-3501,550-0003,大阪市西区京町堀一丁目１７番１６号　京町堀センタービルディング３０１号室,株式会社フライングポニー,○,○,○,,20,○,2019/01/01,,,,
2711800611,Ｓｏ－Ｔｅｎ靭,06-6136-7761,06-6136-8167,550-0004,大阪市西区靱本町二丁目９番７号　岡崎橋ビル１００１,一般社団法人ｂｒｏｔｈｅｒｓ,○,○,○,,10,○,2014/12/01,,,,
2711800819,ビーアンドワークス,06-6152-7792,06-4807-1286,550-0004,大阪市西区靱本町一丁目１３番１６号　川越靭ビル３階,株式会社坂東商店,,,○,,20,,2017/10/01,,,,
2711801411,ワークステーション本町,06-6456-7008,06-6456-7009,550-0004,大阪市西区靱本町一丁目１８番８号　ＡＸＩＳＷＥＳＴ本町ビル５０１号室,合同会社月の雫,○,○,○,○,20,,2024/06/01,,,,
2711801007,ギフテッドスタイル,06-6535-7300,06-6535-7352,550-0005,大阪市西区西本町二丁目５番１９号　東海建物西本町ビル３１１,一般社団法人ダイアロゴス,○,○,○,○,20,,2020/05/01,,,,
2711801023,ウィステリア,06-6567-9103,06-6567-9109,550-0005,大阪市西区西本町二丁目５番１９号　東海建物西本町ビル３０６,株式会社デステック,○,○,○,,30,,2020/06/01,,,,
2711801486,ＣＯＯＯＮＷＯＲＫＳ,06-6536-1800,06-6536-1801,550-0005,大阪市西区西本町一丁目１４番２４号　メゾンサンライズ２０１号,ＣＯＯＯＮ　ＷＯＲＫＳ株式会社,○,○,○,○,20,,2024/09/01,,,,
2711801379,ワークロード阿波座,06-6586-6230,06-6586-6231,550-0011,大阪市西区阿波座一丁目３番１号　本町福島ビル２階,株式会社ワークロード,○,○,○,○,20,,2024/05/01,,,,
2711801395,アイキャン,06-6543-3355,06-6543-3356,550-0011,大阪市西区阿波座一丁目１２番２１号　レオイアビル６Ｆ,合同会社アイキャン,○,○,○,○,20,,2024/06/01,,,,
2711801437,ＡｓＦｉｎｅアジャスト本町オフィス,06-6586-6785,06-6586-6795,550-0011,大阪市西区阿波座一丁目１１番１７号　西本町有楽ビル５階,ＡｓＦｉｎｅ株式会社,○,○,○,○,20,,2024/07/01,,,,
2711801478,就労継続支援Ｂ型ピア,070-9203-9286, ,550-0012,大阪市西区立売堀一丁目２番１４号　産金ビル９階,一般社団法人ピアライフサポート,○,○,○,○,20,,2024/09/01,,,,
2711800991,ロジックラボ,06-6585-9813,06-6585-9812,550-0012,大阪市西区立売堀一丁目１１番１７号　スギタビル６階,株式会社テクリオ,○,,○,○,10,○,2019/12/01,,,,
2711801189,未来のかたち　四ツ橋校,06-4308-5559,06-4308-5553,550-0013,大阪市西区新町一丁目１２番１０号　プレミアム新町ビル３０１号室,株式会社かたち,○,○,○,○,20,,2023/05/01,,,,
2711801494,ライオンギャング,06-6599-8505,06-6568-9127,550-0013,大阪市西区新町一丁目１３番１７号　 ,ａｍｉｃｕｓ株式会社,○,○,○,○,20,,2024/10/01,,,,
2711801106,ひまわり,06-6567-8339,06-4394-7368,550-0014,大阪市西区北堀江三丁目６番２８号　乳業センタービル２０２,合同会社イエロークローバー,○,○,○,○,20,,2021/10/01,,,,
2711801270,結,06-6978-8998,06-6978-8998,550-0014,大阪市西区北堀江三丁目４番１９号１階　 ,株式会社ミセスロザリー,○,○,○,○,20,,2023/10/01,,,,
2711800785,ポリフォニー,06-4395-5881,06-4395-5882,550-0015,大阪市西区南堀江三丁目１２番２３号　不二建物西長堀ビル５０２,一般社団法人ダイアロゴス,○,○,○,○,10,○,2018/12/01,,,,
2711801072,就労継続支援Ｂ型　ユメグミ,06-6531-2697,06-6531-2698,550-0015,大阪市西区南堀江四丁目４番１７号　ヴィラ南堀江７Ａ,株式会社ラボアート,○,○,○,○,30,,2021/06/01,,,,
2710200755,ナレルワークス,06-6535-9025,06-6535-9026,550-0015,大阪市西区南堀江二丁目９番２４号　３階,株式会社ナレルワークス,○,○,○,○,20,○,2023/03/01,ナレルワークス,,,
2711801452,ありがとう工房,090-6168-0240,06-7739-5175,550-0015,大阪市西区南堀江一丁目２６番１５－３５０１号　 ,株式会社ＡＣＴＵＳ,○,○,○,○,20,,2024/07/01,,,,
2711800256,Ｈａｎｄｉｃａｐｐｅｄ　ｃｏｍｍｕｎｉｔｙ　Ｃａｆｅ　ＭＩＬＬＯ,06-6533-5798,06-6533-5798,550-0015,大阪市西区南堀江三丁目１５番７号　堀江ヴィラ１・２階,ＮＰＯ法人　Ｃａｆｅ　ＭＩＬＬＯ,○,○,○,,25,○,2010/05/01,,,,
2711800256,第２ミロー,06-6533-5798,06-6533-5798,550-0015,大阪市西区南堀江四丁目5番　西道頓堀ハイツＢ棟106号　,ＮＰＯ法人　Ｃａｆｅ　ＭＩＬＬＯ,○,○,○,,12,○,2010/05/01,Ｈａｎｄｉｃａｐｐｅｄ　ｃｏｍｍｕｎｉｔｙ　Ｃａｆｅ　ＭＩＬＬＯ,,,
2711801502,ＡＢＩＬＩＴＹ,06-6585-7891,06-6585-7892,550-0022,大阪市西区本田二丁目３番１４号　サンシティ本田１階,一般社団法人ファーストステップ,○,○,○,○,220,,2024/11/01,,,,
2711800983,ファンライフ,06-6582-8860,06-6582-8861,550-0023,大阪市西区千代崎一丁目５番１号　シライオフィスビル６階,合同会社Ｆｕｎ　Ｈｏｍｅ,○,○,○,○,20,,2019/11/01,,,,
2711800504,すまいる（らんまん）,06-6585-2227,06-6585-2228,550-0023,大阪市西区千代崎一丁目２３番５号　 ,特定非営利活動法人　素ｍｙ流,○,○,○,○,10,○,2013/08/01,,,,
2711801296,ドルボム,06-7712-6432, ,550-0025,大阪市西区九条南四丁目１３番１７号　 ,一般社団法人Ｄｏｌｂｏｍ,○,○,○,○,20,,2023/11/01,,,,
2711800553,セフニアワーク煉瓦,06-4395-5578,06-6586-5778,550-0026,大阪市西区安治川一丁目２番３９号　 ,株式会社　セフニア,○,○,○,○,20,○,2014/03/01,,,,
2711800488,ボンセジュール,06-6648-8258,06-6648-8207,550-0027,大阪市西区九条三丁目４番８号　 ,株式会社シュクレサレ,○,○,○,○,36,,2018/12/01,,,,
2711800488,ボンセジュール,06-6648-8258,06-6648-8258,550-0027,大阪市西区九条三丁目５番１０号　,株式会社シュクレサレ,○,○,○,○,10,,2018/12/01,ボンセジュール,,,
2711800488,ボンセジュール,06-6648-8258,06-6606-9072,550-0027,大阪市西区九条三丁目１５番１７号　明光ハイツＢー１１,株式会社シュクレサレ,○,○,○,○,14,,2018/12/01,ボンセジュール,,,
2711800777,ぽんて　ぽんて,06-6563-9611,06-6563-9611,550-0027,大阪市西区九条二丁目７番１３号　 ,株式会社すこーぽ,○,○,○,○,20,,2017/05/01,,,,
2710400439,港第二育成園,06-6584-8452,06-6584-4630,552-0001,大阪市港区波除六丁目４番５号　,社会福祉法人大阪市手をつなぐ育成会,,○,,,40,○,2014/04/01,,,,
2710401239,アルモナ,090-5423-0039, ,552-0001,大阪市港区波除一丁目１番９７号　 ,株式会社ＡｌｍｏｎＡ,○,○,○,○,20,,2024/11/01,,,,
2710401023,ぽーとさくら通り,06-6577-3852,06-6577-3851,552-0003,大阪市港区磯路三丁目１７番３号　 ,株式会社　アクセスＨ．Ｌ,○,○,○,○,20,○,2023/10/01,,,,
2710400892,ワークスペース　サルビア,06-6574-2330,06-6567-9247,552-0003,大阪市港区磯路二丁目１２番１－１０７、１０９号　 ,株式会社ライフサポート,○,○,○,○,20,,2020/10/01,,,,
2710400678,わたぼうし,06-6576-0100,06-6576-0103,552-0004,大阪市港区夕凪二丁目１８番１０号　 ,株式会社ライフサポート,○,○,○,○,20,,2015/03/01,,,,
2710400850,きずなワークス,06-6563-9688,06-6563-9689,552-0004,大阪市港区夕凪二丁目１８番５号　朝潮ビル,株式会社絆,○,○,○,○,20,,2019/11/01,,,,
2710400272,ワークみなと,06-6571-7511,06-6556-9020,552-0004,大阪市港区夕凪二丁目６番３号　,特定非営利活動法人　障害者の福祉を進める会みなと,,○,○,,20,○,2009/04/01,,,,
2710400637,就労継続支援Ｂ型　ふらっと,06-6575-2155,06-6575-2155,552-0004,大阪市港区夕凪二丁目２番１８号　 ,特定非営利活動法人ふらっと,○,○,○,○,20,,2014/03/01,,,,
2710400967,アクトノミー,06-6577-4567,06-6577-4567,552-0007,大阪市港区弁天四丁目５番２８号　 ,合同会社アクトノミー,○,○,○,○,20,,2021/07/01,,,,
2710400983,プログレス３２就労継続支援Ｂ型,06-6606-9502,06-6643-9552,552-0007,大阪市港区弁天一丁目６番１７　シャルマンコーポ弁天町１０１号,株式会社フォレストブック,○,○,○,○,20,,2021/12/01,,,,
2710401049,Ｈａｒｕ,06-4397-3591,06-4397-3590,552-0007,大阪市港区弁天一丁目２番１－２６１２号　 ,合同会社ハル・ジャパン,○,○,○,○,20,,2022/12/01,,,,
2710401163,Ｈａｒｕ２,06-4397-3591,06-4397-3590,552-0007,大阪市港区弁天一丁目２番１号　２６１１,有限会社パルファン,,○,○,,20,,2024/04/01,,,,
2710400538,ナポレオンフィッシュ,06-6568-9334,06-6568-9334,552-0007,大阪市港区弁天六丁目４番３３号　ライラックパートⅢ１階,特定非営利活動法人　ナポレオンフィッシュ,,○,,,20,,2012/05/01,,,,
2710400322,ワークスいけじま,06-6577-2211,06-6577-2231,552-0015,大阪市港区池島三丁目６番１５号　,社会福祉法人大阪市手をつなぐ育成会,,○,,,20,,2010/04/01,,,,
2710401205,希作業所,06-6568-9346,06-6568-9350,552-0016,大阪市港区三先一丁目１０番２３号　 ,合同会社希,○,○,○,○,20,,2024/09/01,,,,
2710400256,ゆうゆう美波途,06-6571-1119,06-6571-1141,552-0016,大阪市港区三先二丁目２番５号　,特定非営利活動法人　悠々会,○,○,○,,14,○,2008/11/01,,,,
2710400330,グリーンズ,06-6574-2930,06-6574-2930,552-0021,大阪市港区築港三丁目１０番７号　,特定非営利活動法人　障害者の福祉を進める会みなと,,○,○,,20,,2010/05/01,,,,
2710400330,グリーンズⅡ,06-6571-8138,06-6571-8138,552-0021,大阪市港区築港三丁目１０番１１号　,特定非営利活動法人　障害者の福祉を進める会みなと,,○,○,,10,,2010/05/01,グリーンズ,,,
2710400199,あいらぶ工房,06-4395-7588,06-4395-7589,552-0023,大阪市港区港晴一丁目７番４号　,社会福祉法人大阪聴覚障害者福祉会,○,,,,20,○,2009/04/01,,,,
2712700877,２ｎｄぷれいす大正,06-6563-9626,06-6563-9626,551-0001,大阪市大正区三軒家西二丁目２０番１号　 ,株式会社ＣＲＯＷＮ,○,○,○,○,20,,2021/11/01,,,,
2712700919,Ｓｅｎｚｕ,06-4394-6720,06-4394-6720,551-0001,大阪市大正区三軒家西三丁目８番１３号　 ,Ｂｒｉｌｌｉａｎｔ　Ｆａｃｔｏｒｙ株式会社,○,○,○,○,30,○,2022/04/01,,,,
2712700919,ｓｏｎｏｎｉ,06-4394-6720,06-4394-6720,551-0001,大阪市大正区三軒家西三丁目８番１３号　ｂ号室,Ｂｒｉｌｌｉａｎｔ　Ｆａｃｔｏｒｙ株式会社,○,○,○,○,10,○,2022/04/01,Ｓｅｎｚｕ,,,
2712700224,ワークス集,06-4394-1571,06-4394-1571,551-0002,大阪市大正区三軒家東４－７－３　,社会福祉法人　ワークスユニオン,,○,,,20,,2006/11/01,,,,
2712700554,ワークス翔,06-6555-3310, ,551-0002,大阪市大正区三軒家東四丁目８番２６号　敷島ビル１階・３０５号,社会福祉法人　ワークスユニオン,,○,,,20,,2013/10/01,,,,
2712700570,スマイル大正,06-6554-7888,06-6554-7889,551-0002,大阪市大正区三軒家東六丁目１９番１０号　ＬＩＶＥ　ＳＱＵＡＲＥ　１Ｆ,有限会社　ジャパンケアニジュウイチ,○,○,○,,20,,2014/03/01,,,,
2712700968,就労継続支援Ｂ型事業所　てるてる坊主,06-6556-3388,06-6556-3389,551-0002,大阪市大正区三軒家東四丁目１６番１３号　 ,株式会社ワンダーライフ,○,○,○,○,20,,2022/10/01,,,,
