事業所番号,事業所名称,TEL,FAX,事業所郵便番号,事業所所在地,申請者,児,定員,居,放,定員,保,備考,,
2753720115,ココリス,06-4862-5922,06-4862-5923,566-0043,大阪府摂津市一津屋一丁目35番22号,社会福祉法人成光苑,●,10,,●,10,,,大阪府摂津市,0
2753720131,鳥飼東学童デイホーム遊育園,072-650-5530,072-650-5535,566-0062,大阪府摂津市鳥飼上三丁目２番27号,社会福祉法人桃林会,,,,●,10,,,大阪府摂津市,0
2753720149,わくわくクラブ千里丘校,06-6338-2022,06-6338-2033,566-0001,大阪府摂津市千里丘一丁目13番27号都ビル５階,株式会社興学社,●,10,,●,10,,,大阪府摂津市,0
2753720156,放課後等デイサービスかいか,072-653-0660,072-653-0661,566-0062,大阪府摂津市鳥飼上一丁目16番９号,有限会社はな,●,10,,●,10,●,,大阪府摂津市,0
2753720164,リールスメイト千里丘,06-7176-1321,06-7176-1322,566-0001,大阪府摂津市千里丘五丁目３番17号セントマンションむらやま101号室,株式会社ケア２１,●,10,,●,10,,,大阪府摂津市,0
2753720172,リールスメイト摂津別府,06-7175-1621,06-7175-1622,566-0042,大阪府摂津市東別府二丁目8番1号,株式会社ケア２１,●,10,,●,10,,,大阪府摂津市,0
2753720198,発達支援スペース遊育園,06-6382-0311,06-6382-0316,566-0022,大阪府摂津市三島三丁目15番２号　２階,社会福祉法人桃林会,●,10,,●,10,●,,大阪府摂津市,0
2753720214,就労準備型　放課後等デイサービス　はばたく,072-657-9141,072-657-9151,566-0063,大阪府摂津市鳥飼銘木町１８番４号　エーデルホルツ弐四１０,合同会社フローリッシュ,●,10,,●,10,,,大阪府摂津市,0
2753720222,かたぐるま　摂津,06-6369-7600,06-6369-7601,566-0024,大阪府摂津市正雀本町一丁目31番19号　正雀プラザ101号,株式会社康YASU,☆,5,,☆,5,,,大阪府摂津市,0
2753720230,スキル,072-665-5343,072-665-5065,566-0052,大阪府摂津市鳥飼本町二丁目11番33号　高尾マンション101号室,合同会社スキル,●,10,,●,10,,,大阪府摂津市,0
2753720255,コンパス摂津,072-657-7328,072-657-7340,566-0033,大阪府摂津市学園町一丁目７番２号,一般社団法人特別支援協,,,,●,10,,,大阪府摂津市,0
2753720263,放課後等デイサービス　あいあい・ひかり,072-646-7578,072-646-7568,566-0054,大阪府摂津市鳥飼八防二丁目６番11号,学校法人成晃学院,,,,●,10,,,大阪府摂津市,0
2753720271,いんふぃにてぃ,080-9741-7007,,566-0071,大阪府摂津市鳥飼下三丁目９番11号鳥飼田中ビル１階,合同会社裕恵,●,10,,●,10,,,大阪府摂津市,0
2753720289,きらきらキッズ　摂津教室,06-6836-9857,06-6836-9858,566-0012,大阪府摂津市庄屋二丁目１番50号,株式会社フォースタープラス,●,10,,●,10,,,大阪府摂津市,0
2753720297,コペルプラス　南摂津教室,06-4862-7274,06-6829-7214,566-0074,大阪府摂津市東一津屋４番10号　ルッツ南摂津　３階　３Ｆ-１号室,株式会社クラ・ゼミ,●,10,,,,,,大阪府摂津市,0
2753720305,コペルプラス　千里丘教室,06-6836-7853,06-6836-7854,566-0001,大阪府摂津市千里丘二丁目12番５号　ダ・カーポ　１階Ｅ号室,株式会社クラ・ゼミ,●,10,,,,,,大阪府摂津市,0
2755320013,オリーブハウス,072-275-0222,072-275-0223,592-0013,大阪府高石市取石五丁目４番28号Ａ,株式会社オリーブ,,,,●,10,,,大阪府高石市,0
2755320039,フレンド,072-275-6830,072-275-6831,592-0014,大阪府高石市綾園二丁目２番９号,フレンズ株式会社,●,10,,●,10,,,大阪府高石市,0
2755320054,きらとまなぶ,072-275-6974,072-275-6984,592-0014,大阪府高石市綾園一丁目12番14号玉置ビル1階(101号),株式会社ｃｌａｕｄｉａ,●,10,,●,10,,,大阪府高石市,0
2755320062,児童デイサービススカイ,072-350-2508,072-350-2513,592-0014,大阪府高石市綾園二丁目２番７号中田ビル101号室,合同会社コネクト,☆,5,,☆,5,,,大阪府高石市,0
2755320070,泉嶺ホーム高石園,072-266-0056,072-277-0325,592-0012,大阪府高石市西取石一丁目16番11号コーポ富之里103号室,社会福祉法人南湖会,,,,●,10,,,大阪府高石市,0
2755320096,児童発達支援・放課後等デイサービスはぐハウス,072-265-5505,072-265-5506,592-0002,大阪府高石市羽衣三丁目２番３号ＲＩＳＥ羽衣Ａ号室,ＩＯＳメディカルケア株式会社,☆,5,,☆,5,,,大阪府高石市,0
2755320104,ｇｒａｃｅ,072-262-0011,072-242-8867,592-0003,大阪府高石市東羽衣三丁目15番地26,一般社団法人総合福祉支援活動の会,,,,●,10,,,大阪府高石市,0
2755320112,きらとまなぶ　らいふ,072-267-4245,072-267-4246,592-0005,大阪府高石市千代田一丁目26番17号(102号),株式会社ｃｌａｕｄｉａ,●,10,,●,10,,,大阪府高石市,0
2755320120,児童デイサービス　こもっこ,072-276-4882,072-276-4883,592-0005,大阪府高石市千代田三丁目10番21号,株式会社　栄拓,☆,5,,☆,5,,,大阪府高石市,0
2755320138,マーブル高石校,,,592-0005,大阪府高石市千代田一丁目８番20号　Ｋ・Ｋビル２階,株式会社マーブル,,,,●,10,,,大阪府高石市,0
2755320146,放課後等デイサービス　ＰＯＰＯ,072-267-1101,072-267-1102,592-0005,大阪府高石市千代田五丁目１番36号,株式会社ＴＲＥＥ,,,,●,10,,,大阪府高石市,0
2755320161,オリーブまなびの家,072-242-4904,072-242-4905,592-0005,大阪府高石市千代田六丁目12番９号,株式会社オリーブ,●,10,,●,10,,,大阪府高石市,0
2755320179,スポーツアカデミー高石,072-247-7274,072-247-7142,592-0014,大阪府高石市綾園七丁目3番35号櫛谷ビル101,株式会社赤い糸,●,10,,●,10,,,大阪府高石市,0
2755320187,ＳｔａｒｌｙＲｏｏｍ　児童デイサービス,072-220-2118,072-220-2118,592-0013,大阪府高石市取石三丁目11番45号,株式会社Ｗｅｌｆａｒｅ,☆,5,,☆,5,,,大阪府高石市,0
2755320195,児童発達支援・放課後等デイサービス　アンジュ,072-267-4634,072-267-4643,592-0005,大阪府高石市千代田一丁目８番８号誠和総合産業ビル２階,ウェルフェア合同会社,●,10,,●,10,,,大阪府高石市,0
2755320203,ｃｏ－ｗｏｒｋ　ＣＡＴＳ（creative and active training studio）,072-343-1496,050-3606‐5740,592-0012,大阪府高石市西取石五丁目１番１号セラフィ―メゾン101号,合同会社ｃｏ－ｗｏｒｋ,,,,●,20,,共生型,大阪府高石市,0
2753420013,ぽんぽこはうす,072-926-8088,072-926-8089,583-0011,大阪府藤井寺市沢田一丁目26番32号,株式会社ＰＲＯｍｅｓｓａ,●,10,,●,10,,,大阪府藤井寺市,0
2753420021,Ｔｉｃｋｌｅ　Ｔｉｃｋｌｅ,072-926-8340,072-926-8340,583-0035,大阪府藤井寺市北岡一丁目３番10号,合同会社稲康会,,,,●,10,,,大阪府藤井寺市,0
2753420047,ぽんぽこはうす２,072-921-6266,072-921-6266,583-0008,大阪府藤井寺市大井一丁目４番33号,株式会社ＰＲＯmessa,●,10,,●,10,,,大阪府藤井寺市,0
2753420054,たんぽぽ,072-937-8666,072-937-8667,583-0011,大阪府藤井寺市沢田二丁目８番35号井関マンション105号,特定非営利活動法人ケアサポートアシスト,☆,5,,☆,5,,,大阪府藤井寺市,0
2753420096,ぽんぽこはうすPROSSIMO,072-974-2153,072-974-2153,583-0035,大阪府藤井寺市北岡一丁目1番13号2C,株式会社ＰＲＯmessa,,,,●,10,,,大阪府藤井寺市,0
2753420138,ビーナスキッズふじいでら,072-959-5632,072-959-6233,583-0007,大阪府藤井寺市林三丁目12番10号　２階,株式会社ビーナス,●,10,,●,10,,,大阪府藤井寺市,0
2753420161,ぽんぽこはうすluce,072-927-0014,072-927-0014,583-0008,大阪府藤井寺市大井二丁目５番10号　２階,株式会社PROmessa,●,10,,●,10,,,大阪府藤井寺市,0
2753420179,ＬＩＦＥ　ＳＴＡＮＤ　ＵＰ,072-959-7337,072-959-7739,583-0014,大阪府藤井寺市野中一丁目97番地１第３セイワビル２－１Ａ号室,株式会社ＩＬＩＦＥ,,,,●,10,,,大阪府藤井寺市,0
2753420187,就労準備型放課後等デイサービス　グラン,072-959-6636,072-959-6635,583-0017,大阪府藤井寺市藤ケ丘二丁目６番12号藤ヶ丘ハイツ１Ｆ－１,合同会社リアン,●,10,,●,10,,,大阪府藤井寺市,0
2753420195,リハこどもセンター　オハナＫＩＤＳ,072-931-6530,072-931-6531,583-0011,大阪府藤井寺市沢田二丁目８番35号井関マンション103号,合同会社　ｈａｎａｈａｎａ,●,10,,●,10,,,大阪府藤井寺市,0
2753420203,Snuggle UP,072-976-5803,072-976-5804,583-0024,大阪府藤井寺市藤井寺二丁目6番3号2階201・202・２０３号室,株式会社　ＫＯｈＨＡＫＵ,●,10,,●,10,●,,大阪府藤井寺市,0
2753420237,ぽんぽこはうすｃｕｏｒｅ,080-8316-4555,,583-0008,大阪府藤井寺市大井一丁目４番32号102号室,株式会社PROmessa,●,20,,●,20,,,大阪府藤井寺市,0
2753420229,Ｔｉｃｋｌｅ　Ｔｉｃｋｌｅ　Ｓｗｉｔｃｈ,072-915-0373,072-926-6659,583-0014,大阪府藤井寺市野中三丁目２番17号　庸浩倉庫,合同会社稲康会,,,,●,10,,,大阪府藤井寺市,0
2753420245,なるみ,072-931-2558,072-931-2559,583-0035,大阪府藤井寺市北岡一丁目８番36号オリーブハウスⅡ101号室,株式会社ナルミ,●,10,,●,10,,,大阪府藤井寺市,0
2753420252,コペルプラス　藤井寺教室,072-979-7304,072-979-7405,583-0027,大阪府藤井寺市岡二丁目８番９号ＤＨビル５階,株式会社クラ・ゼミ,●,10,,,,,,大阪府藤井寺市,0
2753420260,ＰＡＲＣ（パルク）ウィル藤井寺,072-979-6226,072-979-6227,583-0024,大阪府藤井寺市藤井寺二丁目５番４号　ＮＴＴ藤井寺ビル１階,株式会社メディケア・リハビリ,☆,5,●,☆,5,●,,藤井寺市,17
2755620024,こころ福祉サービスセンター,072-474-9556,072-474-8556,590-0505,大阪府泉南市信達大苗代252番地,特定非営利活動法人地域福祉創造協会ウインク,☆,5,●,☆,5,,,大阪府泉南市,0
2755620040,こころｐｌｕｓ,072-486-5562,072-486-5561,590-0505,大阪府泉南市信達大苗代249番地,特定非営利活動法人地域福祉創造協会ウインク,●,10,,●,10,,,大阪府泉南市,0
2755620065,デイセンターわくわく,072-483-3082,072-483-9553,590-0504,大阪府泉南市信達市場1222番地12,社会福祉法人いずみ野福祉会,,,,●,10,,,大阪府泉南市,0
2755620073,こころPal,072-483-5568,072-483-5569,590-0505,大阪府泉南市信達大苗代249番地,特定非営利活動法人地域福祉創造協会ウインク,,,,●,10,,,大阪府泉南市,0
2755620081,オーパ,072-483-0817,072-483-0818,590-0522,大阪府泉南市信達牧野164番地４,株式会社ＧＥＮ,,,,●,10,,,大阪府泉南市,0
2755620099,サクラッコ,072-415-4879,072-415-2686,590-0503,大阪府泉南市新家1495番地の１,社会福祉法人桜花会,,,,●,10,,,大阪府泉南市,0
2755620107,せんなんケアキッズ,072-480-6333,072-480-6332,590-0522,大阪府泉南市信達牧野934番地,デイキッズ株式会社,●,10,,●,10,●,,大阪府泉南市,0
2755620115,オーパ・サード,072-483-0812,072-483-0813,590-0522,大阪府泉南市信達牧野164番地１,株式会社ＧＥＮ,,,,●,10,,,大阪府泉南市,0
2755620123,こころＢＡＳＥ,072-474-5563,072-475-2556,590-0522,大阪府泉南市信達牧野74番地18　２階,特定非営利活動法人地域福祉創造協会ウインク,,,,●,10,●,,大阪府泉南市,0
2755620131,オーパ・セカンド,072-479-7775,072-479-7778,590-0522,大阪府泉南市信達牧野167番地１向井ビル２階,株式会社ＧＥＮ,,,,●,10,,,大阪府泉南市,0
2755620149,いいねせんなん,072-484-1171,072-484-1172,590-0521,大阪府泉南市樽井二丁目17番６号,いいね合同会社,●,10,,●,10,,,大阪府泉南市,0
2755620156,オーパ・アスリートクラブ,072-482-8080,072-482-8081,590-0504,大阪府泉南市信達市場1014番地１,株式会社ＧＥＮ,,,,●,10,,,大阪府泉南市,0
2755620164,きりんせんなん,072-457-5600,072-457-4003,590-0526,大阪府泉南市男里二丁目231番地の３,特定非営利活動法人フォレスト,,,,●,10,,,大阪府泉南市,0
2755620172,進学と就職支援あなたが宝モノ泉南兎田教室,072-465-6555,072-465-6556,590-0501,大阪府泉南市兎田1103番地19,株式会社いのちの木,●,10,,●,10,,,大阪府泉南市,0
2755620180,オーパ・ネクスト,072-479-8380,072-479-8381,590-0522,大阪府泉南市信達牧野584番地２　川口店舗２階,株式会社GEN,,,,●,10,,,大阪府泉南市,0
2755620198,児童発達支援・放課後等デイサービス　プレグラ,072-480-5166,072-480-5167,590-0521,大阪府泉南市樽井六丁目３番７号貸店舗２階,合同会社ＳＥＷ,●,10,,●,10,,,大阪府泉南市,0
2755620206,オーパ・アスリートクラブチャレンジ,072-479-7775,072-479-7778,590-0504,大阪府泉南市信達市場255番地1,株式会社ＧＥＮ,,,,●,10,,,大阪府泉南市,0
2755720030,ｆｌａｔ清滝店,072-814-7757,072-814-7756,575-0062,大阪府四條畷市清滝新町５番13号NESTビル２階,株式会社ｆｌａｔ,●,10,,●,10,,,大阪府四條畷市,0
2755720048,放課後等デイサービス事業所ぽっぷこーん,072-813-1017,072-863-1013,575-0055,大阪府四條畷市西中野一丁目９番29号,株式会社グッド・ケア・グループ,,,,●,10,,,大阪府四條畷市,0
2755720063,みんなの家,0743-87-9998,0743-87-9998,575-0013,大阪府四條畷市田原台四丁目19番９号,株式会社サムアイズ,,,,●,10,,,大阪府四條畷市,0
2755720097,放課後デイのぞみののんちゃん,072-877-5077,,575-0033,大阪府四條畷市美田町11番14号,株式会社のぞみ,,,,●,10,,,大阪府四條畷市,0
2755720105,こどもサポート教室「きらり」忍ケ丘駅前校,072-803-6222,072-803-6222,575-0003,大阪府四條畷市岡山東一丁目８番８号中田コーポレーションビル２Ｆ,株式会社クラ・ゼミ,●,10,,●,10,,,大阪府四條畷市,0
2755720113,めばえの家,0743-87-9399,0743-87-9399,575-0013,大阪府四條畷市田原台五丁目３番５号,株式会社サムアイズ,,,,●,10,,,大阪府四條畷市,0
2755720139,bamboo・スポーツ塾２号店,072-813-4521,072-813-4522,575-0023,大阪府四條畷市楠公二丁目８番26号,一般社団法人ふらっと,●,10,,●,10,,,大阪府四條畷市,0
2755720147,慶生会ＫＩＤＳステージ四條畷,072-803-0707,072-803-0706,575-0023,大阪府四條畷市楠公二丁目10－16　２階,社会福祉法人慶生会,●,10,,●,10,,,大阪府四條畷市,0
2755720154,みらいえキッズ,072-812-6651,072-812-6652,575-0051,大阪府四條畷市中野本町２番１号　ダイシンビル１階,合同会社愛夢,●,10,,●,10,,,大阪府四條畷市,0
2755720162,ぽっぷこーんなわてplus,072-395-5815,072-395-6190,575-0021,大阪府四條畷市南野一丁目16番13号,株式会社グッド・ケア・グループ,,,,●,10,,,大阪府四條畷市,0
2755720188,KIDSクラブ　たわら,0743-78-9499,0743-78-8599,575-0014,大阪府四條畷市上田原６１３番地G棟B２F,医療法人和幸会,,,,●,10,,,大阪府四條畷市,0
2755720196,放課後等デイサービス　ＳＯＲＡ,072-842-2666,072-842-2667,575-0001,大阪府四條畷市砂一丁目13番26号１階,株式会社ビレッジ,●,10,,●,10,,,大阪府四條畷市,0
2755720204,児童発達支援・放課後等デイサービスはろ,072-800-5970,072-800-5970,575-0023,大阪府四條畷市楠公一丁目７番11号,一般社団法人はろ,●,10,,●,10,,,大阪府四條畷市,0
2755720212,放課後等デイサービスｋａｉｋａ四條畷教室,070-1860-5709,,575-0033,大阪府四條畷市美田町19番１号美田ビル１階,合同会社ＨＩＲＡＫＵ,●,10,,●,10,,,大阪府四條畷市,0
2753620042,児童デイサービス福すけ,072-808-7595,072-808-7549,576-0066,大阪府交野市青山三丁目17番２号,合同会社福は内,,,,●,10,,,大阪府交野市,0
2753620059,きらり,072-895-5552,072-895-5553,576-0054,大阪府交野市幾野一丁目37番13号１階中央区画,株式会社にじいろ,●,10,,●,10,,,大阪府交野市,0
2753620067,花ごころ,072-845-6377,072-845-6317,576-0053,大阪府交野市郡津五丁目10番４号郡津ハイライフ202号室・203号室,有限会社光の里福祉協会,●,10,,●,10,,,大阪府交野市,0
2753620075,児童デイサービス福の木,072-808-7862,072-808-7863,576-0066,大阪府交野市青山二丁目８番25号,合同会社福は内,,,,●,10,,,大阪府交野市,0
2753620083,ふわり,072-865-6254,072-865-6255,576-0032,大阪府交野市私市山手二丁目４番１号,株式会社にじいろ,●,10,,●,10,,,大阪府交野市,0
2753620091,ピースフルケアおりひめ,072-800-1212,072-800-1213,576-0053,大阪府交野市郡津五丁目47番11号,有限会社ピースフルケア,,,,●,10,,,大阪府交野市,0
2753620109,ひより,072-800-1614,072-800-1615,576-0043,大阪府交野市松塚14番５ユニライフ交野郡津102号室,株式会社にじいろ,●,10,,●,10,,,大阪府交野市,0
2753620125,にこり,072-896-5390,072-896-5391,576-0052,大阪府交野市私部五丁目23番14号,一般社団法人そらいろ,,,,●,10,,,大阪府交野市,0
2750320075,おれんじはうす,072-807-8791,072-807-8728,576-0016,大阪府交野市星田五丁目29番８号レスポワール星田105号室,合同会社からふるぱーとなーず,●,10,,●,10,,,大阪府交野市,0
2753620133,児童デイサービスりはぷらす,072-808-6583,072-808-6589,576-0016,大阪府交野市星田七丁目４番10号,合同会社Ｓｐｒｉｎｇ　Ｐｌｕｓ,,,,●,10,,,大阪府交野市,0
2753620141,ひかりプラスほっぷ教室,072-894-1911,072-894-1912,576-0041,大阪府交野市私部西一丁目17番７号コルティーレ交野102号室,株式会社エターナルライト,●,10,,●,10,,,大阪府交野市,0
2753620166,くるり,072-896-5650,072-896-5658,576-0016,大阪府交野市星田三丁目７番３号,株式会社にじいろ,●,10,,●,10,,,大阪府交野市,0
2753620174,どんぐり　交野店,080-4638-5170,072-865-3457,576-0051,大阪府交野市倉治八丁目11番5号,株式会社どんぐりの里,●,10,,●,10,,,大阪府交野市,0
2753620182,ふわふわり,072-894-7800,072-894-7801,576-0051,大阪府交野市倉治七丁目32番8号ハイム桜道101号室,株式会社にじいろ,●,10,,●,10,,,大阪府交野市,0
2753620190,ＰＡＲＣ（パルク）ウィル交野,072-845-5461,072-845-5462,576-0041,大阪府交野市私部西四丁目11番18号,株式会社メディケア・リハビリ,☆,5,●,☆,5,●,,大阪府交野市,0
2753620208,保育所等訪問支援さんく,050-3565-2648,050-3457-8548,576-0052,大阪府交野市私部三丁目３番33－２号,合同会社オペラント,,,,,,●,,大阪府交野市,0
2759320043,児童デイサービスわおん,072-360-0721,072-360-0722,589-0023,大阪府大阪狭山市大野台四丁目１番19号,株式会社ＷＡＯＮ,●,10,,●,10,,,大阪府大阪狭山市,0
2759320068,こどもサポート教室「きらり」大阪狭山金剛校,072-360-1077,072-360-1077,589-0011,大阪府大阪狭山市半田一丁目622番地１ウエスティ金剛４－２,株式会社クラ・ゼミ,●,10,,●,10,,,大阪府大阪狭山市,0
2759320076,まんてん狭山西山台第１教室,072-247-4777,072-247-4778,589-0022,大阪府大阪狭山市西山台二丁目13番10号西側１階,株式会社まんてんプラス,●,10,,●,10,,,大阪府大阪狭山市,0
2759320084,ＴＳアフタースクール,072-365-3957,072-365-3958,589-0022,大阪府大阪狭山市西山台六丁目１番９号１階,有限会社ＴＳｃｏｍｐａｎｙ,,,,●,10,,,大阪府大阪狭山市,0
2759320092,あんずの会放課後等児童デイサービスソレイユ,072-367-1510,072-367-1510,589-00２１,大阪府大阪狭山市今熊１丁目４－６,特定非営利活動法人あんずの会,,,,●,10,,,大阪府大阪狭山市,0
2759320100,さんＳＵＮアフタースクール大阪狭山,072-247-4866,072-247-4877,589-0021,大阪府大阪狭山市今熊一丁目62番地の４　２Ｆ201号,一般社団法人ＹＯＲＩＭＯＲＥ,●,10,,●,10,,,大阪府大阪狭山市,0
2759320126,まなびっこ,072-220-8359,072-220-8359,589-0021,大阪府大阪狭山市今熊一丁目11番地の４,一般社団法人発達支援ルームまなび,●,10,,●,10,●,,大阪府大阪狭山市,0
2759320134,スポーツデイ　Advance,072-366-8333,072-366-8333,589-0005,大阪府大阪狭山市混合二丁目７番２号,合同会社Advance,●,10,,●,10,,,大阪府大阪狭山市,0
2759320142,まんてん狭山西山台第2教室,072-349-6124,072-349-6125,589-0022,大阪府大阪狭山市西山台三丁目５番20号　２階,株式会社まんてんプラス,●,10,,●,10,,,大阪府大阪狭山市,0
2759320159,あしあと,072-290-7777,072-290-7766,589-0022,大阪府大阪狭山市西山台六丁目１番７号１階,株式会社フットステップ,●,10,,●,10,,,大阪府大阪狭山市,0
2759320167,児童デイサービス　ポーラーパイン,072-368-5300,072-367-8004,589-0022,大阪府大阪狭山市西山台三丁目５番18号　井上ビル１階,有限会社総合医療企画,☆,5,,☆,5,,,大阪府大阪狭山市,0
2759320175,まんてん狭山西山台第3教室,072-290-7746,072-290-7747,589-0022,大阪府大阪狭山市西山台三丁目３番12号,株式会社まんてんプラス,●,10,,●,10,,,大阪府大阪狭山市,0
2759320183,ＴＳアフタースクールさうす,080-2536-7040,072-365-3958,589-0022,大阪府大阪狭山市西山台三丁目２番10号,有限会社ＴＳｃｏｍｐａｎｙ,,,,●,10,,,大阪府大阪狭山市,0
2759320209,運動発達支援スタジオ笑みりぃ～大阪狭山,072-320-9065,072-320-9066,589-0004,大阪府大阪狭山市東池尻三丁目861番１号102号室,株式会社笑,●,10,,●,10,,,大阪府大阪狭山市,0
2759320217,はるかPLUS,０７２－２４８－８５５５,072-321-2141,589-0023,大阪府大阪狭山市大野台二丁目13番3号　２階,合同会社らいとすたっふ,●,10,,●,10,,,大阪府大阪狭山市,0
2759320225,あしあと・ぷらいむ,072-289-8995,072-289-8994,589-0022,大阪府大阪狭山市西山台三丁目2番4号　1階,株式会社フットステップ,●,10,,●,10,,,大阪府大阪狭山市,0
2759320233,放課後等デイサービス　リリー,072-321-6230,072-321-6230,589-0013,大阪府大阪狭山市茱萸木四丁目88番地の336,ＮＰＯ法人リリー,,,,●,10,,,大阪府大阪狭山市,0
2759320241,JAM,０９０-３２８７-０４５６,,589-0023,大阪府大阪狭山市大野台五丁目6番11号,合同会社　みのり,,,,●,10,,,大阪府大阪狭山市,0
2759320258,児童発達支援・放課後等デイサービス　フェイス,072-366-6960,072-366-6960,589-0023,大阪府大阪狭山市大野台七丁目18番３号,合同会社トゥルーポイント,●,10,,●,10,●,,大阪府大阪狭山市,0
2759320274,コペルプラス　大阪狭山教室,072-288-4263,072-288-4264,589-0022,大阪府大阪狭山市西山台三丁目５番19号　ラ・モアレⅠビル３階,株式会社クラ・ゼミ,●,10,,,,,,大阪府大阪狭山市,0
2759520022,放課後等デイサービスピース,072-457-1367,072-457-1367,599-0212,大阪府阪南市自然田927番地４,株式会社Higashi,,,,●,10,,,大阪府阪南市,0
2759520030,子ども支援ステーションハル,072-471-7474,072-471-7575,599-0212,大阪府阪南市自然田816番地の１,有限会社ハルコーポレーション,●,10,,●,10,●,,大阪府阪南市,0
2759520055,放課後等デイサービスツーピース,072-474-4887,072-474-4888,599-0232,大阪府阪南市箱作1103番地,株式会社Ｈｉｇａｓｈｉ,,,,●,10,,,大阪府阪南市,0
2759520063,エンカレッジ広場ハル,072-471-4444,072-471-4445,599-0201,大阪府阪南市尾崎町90番地１,有限会社ハルコーポレーション,●・☆,15,,●・☆,15,,,大阪府阪南市,0
2759520071,キッズひまわり,072-473-8008,072-473-8007,599-0212,大阪府阪南市自然田728番２　シエスタ　フロール102、103、105号,株式会社ひまわり,●,10,,●,10,,,大阪府阪南市,0
2759520089,Ｆｕｎ　ａｃｔｉｏｎ,072-424-4250,072-424-4846,599-0202,大阪府阪南市下出662番地の14,Ｆｕｎ　ａｃｔｉｏｎ合同会社,,,,●,10,,,大阪府阪南市,0
2759520097,あぁどばぁく舞,072-425-1855,072-４２４-６６４２,599-0224,大阪府阪南市舞一丁目23番15号,一般社団法人アァドバァク,●,10,,●,10,,,大阪府阪南市,0
2759520113,マイスクール＠はんなん,072-471-9900,072-471-0066,599-0202,大阪府阪南市下出347番地２,株式会社ハピスポ,●,10,,●,10,,,大阪府阪南市,0
2759520121,阪南こども総合支援研究所　こころカラフル,072-473-6011,072-473-6101,590-0521,大阪府阪南市貝掛381番地,特定非営利活動法人地域福祉創造協会ウインク,●,10,,●,10,●,,大阪府阪南市,0
2753920012,クローバーしまもと,075-334-5968,075-334-5968,618-0011,大阪府三島郡島本町広瀬三丁目３番24号,特定非営利活動法人クローバー自立支援センターしまもと,●,10,,●,10,●,,大阪府三島郡島本町,0
2753920038,障害者自立支援拠点レモンテラス,075－963-6981,０７５－９６３－６９８２,618-0011,大阪府三島郡島本町広瀬二丁目７番４号,社会福祉法人大阪水上隣保館,●,20,,●,20,,,大阪府三島郡島本町,0
2750920247,Ｐｅｒｓｏｎａｌ　Ｓｐａｃｅアドバンス,075-961-8388,075-961-8387,618-001３,大阪府三島郡島本町江川一丁目１１－３４号　１Ｆ,合同会社Ａｄｖａｎｃｅ,●,10,,●,10,,,大阪府三島郡島本町,0
2753920053,アミィ,075-777-4462,075-777-4462,618-0011,大阪府三島郡島本町広瀬四丁目22番５号　Ｍ．Ｆｏｕｒ１階103号室,合同会社Ｗｅａｒｆ,●,10,,●,10,,,大阪府三島郡島本町,0
2753920087,ＢａＴＯＮ　ＭＩＮＡＳＥ,075-925-7405,075-925-7407,618-0011,大阪府三島郡島本町広瀬四丁目20番20号松田店舗Ｂ号,株式会社ＢａＴＯＮ,●,10,,●,10,,,大阪府三島郡島本町,0
2753920095,こども発達支援　Ｃｏｃｏｒｏ島本,075-962-1777,075-962-1781,618-0022,大阪府三島郡島本町桜井二丁目７番１号,社会福祉法人　南山城学園,●,10,,,,,,大阪府三島郡島本町,0
2753920111,ＳＥＮサポート　らぷらす,075-950-6515,075-950-6516,618-0014,大阪府三島郡島本町水無瀬二丁目５番７号ひかりビル３階,一般社団法人アンビシャス,●,10,,●,10,●,,大阪府三島郡島本町,0
2753920129,放課後等デイサービスぴくしー,075-963-5088,075-963-5088,618-0013,大阪府三島郡島本町江川二丁目13番水瀬駅前団地１号棟108号室,一般社団法人アンビシャス,●,10,,●,10,●,,大阪府三島郡島本町,0
2753920137,ぱれっと　あおば,075-777-2230,075-777-2230,618-0015,大阪府三島郡島本町青葉一丁目７番14号,有限会社officeぱれっと,●,10,,,,,,大阪府三島郡島本町,0
2754720015,地域支援センター第２わとと,072-737-9638,072-737-9639,563-0101,大阪府豊能郡豊能町吉川340番地１,社会福祉法人北摂福祉会,●,10,,●,10,,,大阪府豊能郡豊能町,0
2754720023,ほたるぼし,072-733-2184,072-733-2３０３,563-010１,大阪府豊能郡豊能町吉川１８７番地の１,社会福祉法人豊悠福祉会,●,10,,●,10,,,大阪府豊能郡豊能町,0
2751220019,児童デイサービスそら,072-424-2881,072-453-3125,590-0406,大阪府泉南郡熊取町大久保東一丁目5番7号,株式会社ジョワ,,,,●,10,,,大阪府泉南郡熊取町,0
2751220035,そら五月ヶ丘,072-425-7917,072-425-7914,590-0445,大阪府泉南郡熊取町五月ケ丘二丁目１番25号,株式会社ジョワ,,,,●,10,,,大阪府泉南郡熊取町,0
2751220043,たじりこころ園,072-468-8601,072-468-8681,598-0091,大阪府泉南郡田尻町嘉祥寺883番地１,特定非営利活動法人地域福祉創造協会ウインク,●,10,,●,10,●,,大阪府泉南郡田尻町,0
2751220050,まいるーむ放課後こども教室,072-468-6645,072-468-6646,590-0412,大阪府泉南郡熊取町紺屋二丁目21番17号,株式会社KTAJ,,,,●,10,,,大阪府泉南郡熊取町,0
